Industry_Type,Region,Country,Year,Co2_Emissions_MetricTons,Energy_Consumption_TWh,Automobile_Co2_Emissions_MetricTons,Industrial_Co2_Emissions_MetricTons,Agriculture_Co2_Emissions_MetricTons,Domestic_Co2_Emissions_MetricTons,Population_Millions,GDP_Billion_USD,Urbanization_Percentage,Renewable_Energy_Percentage,Industrial_Growth_Percentage,Transport_Growth_Percentage
Manufacturing,Oceania,Brazil,2012,257.52,759.8,67.14,159.89,21.88,15.25,28.51,13637.44,57.98,8.03,-1.85,9.3
Energy,North America,USA,2013,90.48,823.09,58.79,95.06,20.06,18.57,574.7,6171.74,39.81,38.07,8.94,7.36
Construction,Oceania,Canada,2009,142.91,792.66,94.69,188.87,44.85,7.11,617.02,23908.08,89.49,87.45,-3.93,7.78
Construction,Africa,China,2019,286.76,872.92,83.15,67.06,7.72,4.81,1313.55,20149.08,78.67,87.15,-7.04,9.26
Mining,Africa,Germany,2013,157.47,340.05,36.57,91.86,19.14,19.08,1090.64,6201.34,56.62,48.71,-9.9,6.02
Mining,North America,Germany,2013,254.61,985.9,69.51,154.1,15.48,2.86,128.05,11302.23,97.03,81.27,-7.87,2.46
Construction,South America,South Africa,2012,248.0,279.95,46.17,131.45,29.5,9.64,35.65,6671.81,59.87,15.98,7.76,6.7
Energy,Europe,Canada,2020,282.42,934.33,92.84,33.44,34.64,13.91,55.1,15139.82,34.99,18.19,7.05,2.38
Construction,North America,India,2002,92.06,437.72,61.85,103.85,25.92,0.97,49.76,22970.49,20.96,5.49,0.82,3.3
Mining,Africa,China,2018,13.51,57.4,58.25,15.25,49.57,16.22,489.65,12098.58,34.6,75.94,0.86,-3.46
Construction,Oceania,Australia,2019,31.63,785.02,50.12,29.95,12.78,13.43,383.33,2064.08,99.83,65.76,5.75,-2.24
Energy,North America,India,2009,171.6,787.52,37.84,21.0,1.02,14.96,1201.1,19160.41,96.37,77.44,7.41,3.84
Manufacturing,South America,USA,2011,159.32,197.7,14.89,19.1,36.2,4.27,1030.12,19540.88,94.8,31.83,1.78,2.51
Energy,Asia,Brazil,2022,89.89,823.6,27.47,29.36,12.32,5.47,236.69,21364.87,25.34,24.85,7.7,4.91
Energy,Asia,South Africa,2001,74.99,158.0,33.32,178.1,48.54,19.91,866.72,14774.16,32.51,49.79,-9.7,-3.25
Mining,Europe,Germany,2000,212.96,151.86,15.49,137.65,40.2,7.25,1411.92,22327.04,91.48,20.09,12.27,0.09
Energy,Europe,Australia,2003,102.48,809.01,81.29,135.13,31.34,0.59,889.05,18395.19,82.75,28.76,-8.91,-3.86
Energy,South America,Canada,2007,181.38,290.57,0.32,179.19,35.25,7.15,682.51,18797.11,73.2,24.19,0.96,-2.05
Mining,Oceania,Australia,2016,213.83,77.34,91.59,139.59,40.0,7.68,1209.28,9133.92,84.37,98.87,-7.25,-4.94
Mining,Europe,Brazil,2013,129.42,956.37,12.92,121.81,34.25,17.7,1251.96,14090.38,67.24,93.77,-9.1,2.23
Manufacturing,Asia,USA,2013,58.43,557.26,5.19,149.09,15.77,5.63,571.5,20343.34,61.84,27.25,12.09,5.0
Construction,South America,USA,2018,258.3,448.35,99.52,139.6,25.37,15.89,267.26,7480.82,30.15,75.82,10.08,4.47
Energy,South America,China,2003,28.51,504.36,99.98,120.21,15.78,2.28,1236.05,16018.15,76.65,76.16,5.43,5.96
Mining,South America,India,2019,248.93,670.62,19.26,21.62,35.16,10.26,1163.99,23457.5,57.63,32.75,-1.47,6.45
Manufacturing,North America,Germany,2015,251.09,861.74,13.47,14.13,0.52,8.2,1026.12,20421.27,97.94,50.27,3.32,0.34
Construction,Oceania,Australia,2018,171.51,672.74,19.86,33.06,19.34,6.6,679.82,17993.45,27.42,68.81,12.26,2.71
Mining,Oceania,Canada,2018,189.03,739.66,51.18,124.3,8.01,15.55,256.28,5520.69,62.42,15.84,-4.64,-2.11
Construction,Europe,Canada,2012,107.73,180.56,32.19,104.43,47.47,12.08,1165.54,12062.59,60.67,15.21,9.86,9.1
Construction,Oceania,Germany,2006,252.55,384.4,33.7,109.36,35.99,19.02,316.97,12016.68,91.65,36.52,-4.81,3.21
Energy,Africa,Australia,2013,79.48,585.02,80.98,77.18,25.22,7.28,382.86,16586.83,70.56,52.86,11.08,9.55
Energy,Asia,Brazil,2009,168.15,619.6,89.03,164.6,12.18,2.53,245.16,8235.75,32.85,31.16,12.57,8.2
Mining,Europe,China,2013,1.04,271.06,96.99,148.46,1.06,4.81,1323.85,12879.21,67.35,89.8,3.55,6.55
Construction,Oceania,South Africa,2019,281.98,974.99,51.52,10.39,37.81,13.69,731.48,1321.78,81.86,54.7,11.11,7.66
Mining,Asia,USA,2010,284.51,118.63,24.69,40.14,24.87,13.16,181.64,1866.42,22.79,1.04,8.31,2.4
Mining,Europe,China,2010,213.27,112.72,55.54,109.19,4.57,12.64,1145.72,5242.11,76.34,92.02,14.56,-3.78
Construction,Africa,Germany,2014,127.26,229.54,87.12,38.34,28.8,14.4,827.95,18313.15,24.68,79.15,-5.71,6.05
Mining,Asia,South Africa,2007,53.99,754.04,3.19,28.31,2.1,2.21,1139.49,8061.57,59.89,93.48,1.44,8.55
Construction,Africa,India,2021,147.99,37.03,91.13,2.01,21.72,5.84,996.11,1348.28,33.86,14.79,-4.05,8.03
Construction,Asia,Brazil,2016,237.53,987.87,22.73,196.59,22.05,11.53,1149.5,15254.43,62.04,4.3,6.14,5.64
Construction,North America,USA,2022,181.78,987.74,31.12,46.34,43.2,8.77,198.91,14519.95,59.16,96.85,2.18,-4.2
Construction,North America,USA,2022,158.49,160.1,36.47,84.55,49.37,10.2,212.05,22159.42,71.12,67.57,3.09,-0.9
Manufacturing,Asia,USA,2020,254.91,401.5,91.38,125.42,7.29,4.34,753.44,17864.96,84.16,37.29,-2.41,7.41
Construction,Asia,India,2005,94.28,204.32,17.68,49.32,35.13,12.24,1181.53,2880.12,76.04,68.95,7.5,-1.85
Energy,Africa,Canada,2013,258.06,408.31,22.38,162.81,43.6,6.78,997.49,18898.64,70.77,35.97,2.48,-4.46
Energy,Oceania,Germany,2008,132.12,533.1,73.14,118.54,21.56,16.01,1189.5,14993.17,64.18,60.28,-8.77,-3.96
Energy,South America,Germany,2002,1.22,822.82,93.48,136.99,16.4,11.78,544.46,9543.66,82.59,75.41,12.66,9.22
Construction,Asia,China,2011,219.72,36.29,10.56,30.82,1.1,19.95,51.58,19704.11,95.15,60.0,-4.74,-4.42
Energy,Europe,Canada,2003,263.41,986.9,52.27,144.55,28.22,11.87,171.66,21857.24,44.88,94.48,9.72,2.69
Manufacturing,Europe,South Africa,2014,145.57,940.59,91.45,10.69,9.1,1.16,436.53,8186.32,33.69,12.79,11.66,7.31
Mining,Europe,Australia,2012,136.7,570.63,88.62,64.26,3.81,4.44,1380.09,17395.8,62.41,64.13,-0.58,4.09
Construction,North America,China,2017,241.73,481.16,94.85,86.17,0.3,5.11,1101.12,13934.08,66.62,17.76,12.92,3.03
Energy,Oceania,Germany,2013,265.49,550.87,90.22,19.12,48.05,0.6,903.55,2128.7,48.11,22.54,10.32,-3.07
Manufacturing,Africa,USA,2012,292.34,18.93,31.54,111.89,42.92,18.38,1351.58,19085.04,57.72,19.23,9.11,2.39
Mining,Oceania,India,2008,104.02,737.81,20.88,68.25,48.12,12.58,6.24,20677.75,91.75,54.5,9.5,4.79
Manufacturing,North America,Germany,2004,178.61,496.69,90.16,27.14,47.09,16.26,780.11,18177.35,40.76,91.4,0.97,-3.48
Energy,Oceania,Canada,2018,246.96,286.4,71.22,57.16,31.3,11.77,1053.7,16613.4,95.87,64.48,-0.43,0.61
Manufacturing,Oceania,Canada,2007,159.79,461.81,37.91,116.09,30.35,17.16,41.45,14300.49,45.85,21.78,1.22,-3.75
Mining,Europe,India,2012,138.83,292.92,71.32,45.14,42.37,12.58,1087.55,12095.13,35.09,78.42,7.91,-1.35
Energy,Asia,Brazil,2008,171.79,700.1,30.79,94.11,47.33,1.74,988.32,17962.69,44.69,72.72,-3.9,0.87
Mining,Europe,USA,2016,107.38,614.63,58.18,138.11,29.51,0.68,915.26,3145.14,92.12,23.32,2.83,-0.1
Manufacturing,Oceania,Brazil,2004,58.03,388.4,23.41,122.31,6.08,8.92,1440.78,110.28,66.76,37.52,1.66,-1.28
Construction,Asia,Germany,2008,20.46,314.58,56.22,152.84,6.67,12.89,273.15,6024.99,33.75,9.38,1.6,4.21
Construction,Africa,China,2010,183.19,878.1,92.32,138.43,33.03,16.95,1458.06,153.57,95.35,49.36,5.33,-0.49
Construction,South America,Germany,2001,114.05,682.4,77.17,96.93,4.13,17.91,1377.86,11225.66,93.53,69.6,14.83,1.7
Construction,Asia,Brazil,2012,264.94,715.92,65.64,103.98,30.62,16.43,1201.53,14044.21,84.52,83.39,13.74,-1.28
Mining,North America,India,2000,67.28,618.8,24.68,53.02,48.2,2.21,1379.11,14661.33,41.56,78.04,12.66,-0.85
Construction,Europe,South Africa,2007,93.56,75.69,6.43,186.41,0.26,15.14,1446.35,19946.99,88.69,54.18,-6.33,6.98
Mining,Europe,South Africa,2014,291.17,59.73,71.09,180.39,9.37,7.05,829.26,22180.57,68.2,28.82,4.72,3.78
Energy,Oceania,Germany,2021,167.11,429.46,57.65,163.3,47.23,17.16,630.63,22597.03,81.37,98.51,3.07,-1.17
Construction,Oceania,Australia,2001,104.35,930.53,21.34,29.89,24.49,16.52,464.6,253.22,50.58,79.34,11.84,9.72
Mining,Oceania,China,2002,258.34,524.95,93.48,154.48,14.41,13.05,338.32,11510.2,53.26,53.51,7.54,6.51
Construction,Oceania,Brazil,2020,223.14,875.95,55.25,185.51,12.52,18.32,757.51,9144.07,32.08,56.95,11.7,8.63
Construction,Europe,Germany,2016,172.16,97.0,57.23,181.97,43.21,10.89,1171.09,1895.42,43.96,74.2,-6.18,2.14
Construction,Asia,Canada,2017,266.79,724.4,29.95,181.02,21.54,4.91,565.21,7402.28,47.38,69.81,10.14,6.13
Mining,Africa,Brazil,2016,28.64,245.72,87.95,134.82,31.82,13.1,1234.62,4104.2,41.11,93.23,13.15,2.64
Manufacturing,Asia,Brazil,2013,118.65,524.73,89.15,50.12,15.57,3.91,746.75,21202.32,42.98,13.81,3.3,-1.16
Construction,North America,USA,2010,243.26,293.27,71.54,117.15,27.3,15.26,366.27,22465.13,58.21,30.96,7.45,-4.29
Construction,Europe,South Africa,2022,116.09,712.48,10.02,56.84,39.82,17.6,921.74,21750.91,72.44,71.49,11.8,0.48
Energy,Asia,Australia,2022,278.06,401.19,8.53,160.18,16.99,13.35,1401.21,559.11,27.49,55.11,-0.82,1.07
Manufacturing,Europe,South Africa,2013,46.18,462.44,46.99,34.52,19.95,9.86,249.11,20530.16,35.99,92.06,-1.05,8.94
Mining,North America,India,2004,101.32,245.72,14.3,43.36,22.22,19.05,762.47,23517.2,28.02,43.07,7.93,0.39
Energy,South America,Canada,2005,128.01,281.82,33.26,53.09,29.99,15.82,105.9,21085.18,79.96,22.08,7.42,7.29
Construction,South America,Australia,2018,206.25,179.89,17.22,118.9,15.28,9.26,1151.57,16122.65,91.48,7.51,0.07,-4.03
Energy,South America,USA,2010,59.01,554.02,31.08,117.64,22.34,11.04,1314.61,24162.17,83.47,48.83,-4.62,9.88
Energy,Europe,South Africa,2001,3.45,145.42,94.3,109.9,27.44,14.37,276.68,17002.84,60.55,79.78,0.93,9.02
Construction,Asia,Brazil,2009,292.96,268.57,75.36,29.14,17.79,8.86,211.38,22434.6,28.46,13.67,-3.41,-3.46
Manufacturing,Europe,Canada,2012,269.68,530.7,13.92,92.74,0.45,8.12,50.06,12329.16,80.62,87.4,4.2,-0.31
Manufacturing,Africa,China,2001,90.42,275.19,66.92,185.7,13.57,17.37,1096.69,18164.15,99.81,76.09,1.99,3.52
Energy,Asia,China,2013,145.3,588.71,3.15,187.65,40.82,7.29,63.58,8250.55,77.21,14.57,-0.51,3.85
Construction,North America,USA,2016,146.93,14.66,98.36,96.14,14.24,19.86,1456.82,16740.98,22.86,65.2,13.79,9.35
Mining,Oceania,China,2008,260.83,973.24,53.22,52.55,41.13,6.86,365.7,19873.53,53.8,54.7,-0.77,4.1
Energy,South America,Brazil,2007,179.32,730.12,50.59,198.54,20.51,15.04,893.53,755.7,39.5,24.38,0.17,3.13
Mining,Asia,Australia,2007,248.02,504.07,24.11,44.07,43.33,10.23,990.9,6065.14,89.29,56.15,10.6,5.1
Energy,Asia,Germany,2006,273.64,920.88,45.84,168.2,18.83,1.27,236.08,9125.0,71.26,0.87,8.37,-4.83
Energy,South America,Brazil,2015,170.0,869.83,52.67,59.01,14.69,16.0,234.08,12678.01,95.42,3.66,13.14,0.3
Construction,North America,Canada,2018,86.0,366.87,65.85,181.99,11.96,16.66,23.69,17615.06,86.75,57.76,2.86,3.81
Construction,Europe,South Africa,2016,149.86,116.57,4.69,23.88,15.2,14.94,1128.66,1470.57,79.1,22.62,14.06,-2.64
Mining,Europe,Canada,2000,255.34,252.61,34.28,63.33,10.0,18.43,194.18,2973.94,48.97,56.16,-8.95,0.17
Mining,Oceania,Germany,2012,175.29,209.08,38.76,128.63,37.55,1.34,453.93,9977.23,46.63,51.26,-4.7,5.94
Manufacturing,Asia,Canada,2015,268.77,750.18,15.0,19.03,49.09,6.25,771.19,8339.94,82.94,63.11,-7.92,1.87
Construction,South America,China,2005,268.68,548.34,24.05,78.41,19.92,19.73,1144.66,3783.55,90.26,8.53,-6.74,3.24
Energy,Africa,Australia,2014,112.32,850.17,23.74,78.8,16.73,10.14,408.37,19753.86,26.98,46.87,13.65,0.23
Energy,North America,India,2011,134.71,489.96,81.06,102.29,31.92,5.45,1125.62,5971.48,44.85,27.14,6.6,-3.45
Manufacturing,Europe,India,2007,203.54,769.88,68.75,0.83,21.58,7.36,559.66,9099.97,35.89,55.71,-7.37,1.22
Construction,North America,Brazil,2000,33.76,323.76,92.28,130.29,2.5,18.85,995.32,16394.49,22.64,74.83,3.31,0.32
Energy,North America,Brazil,2010,139.93,602.35,31.06,81.93,17.28,14.47,617.01,15809.11,20.73,47.14,13.91,9.58
Manufacturing,Oceania,China,2014,45.24,639.58,88.18,48.5,40.03,2.51,1325.92,581.37,51.53,44.96,4.94,-2.19
Manufacturing,North America,India,2000,254.46,759.41,86.39,41.33,3.53,5.15,491.14,16843.43,48.62,14.78,4.31,5.95
Energy,South America,Canada,2015,282.86,799.59,44.85,155.03,13.01,2.25,1076.91,24929.1,71.85,81.63,-0.1,0.82
Energy,Oceania,India,2006,42.89,276.86,63.01,57.33,48.74,17.26,897.03,2106.1,21.3,15.77,7.75,-2.53
Mining,South America,Brazil,2000,200.37,385.37,59.84,135.49,14.23,7.37,1222.7,16777.32,96.15,12.72,9.06,5.43
Construction,Oceania,South Africa,2001,191.14,207.53,30.85,2.06,42.59,19.55,1337.93,15801.9,88.92,77.17,-9.49,4.02
Mining,South America,India,2007,228.14,747.96,26.28,194.06,44.97,19.63,1378.28,4096.53,26.93,97.49,3.45,8.61
Manufacturing,Oceania,Brazil,2010,208.89,271.09,16.98,16.17,34.12,13.25,954.13,20970.26,95.97,17.41,14.82,2.72
Energy,Oceania,USA,2012,65.53,391.32,83.78,80.97,23.77,13.83,466.61,11057.95,98.18,44.26,1.0,8.2
Mining,Asia,Canada,2004,87.72,803.12,53.4,133.56,47.78,9.92,103.46,8978.51,20.1,5.88,-8.01,6.16
Manufacturing,South America,India,2017,49.99,340.13,33.9,124.89,48.18,8.41,329.67,24070.81,66.48,97.01,14.47,7.58
Construction,Asia,Germany,2018,276.38,291.85,51.05,178.51,31.85,7.71,248.87,11161.51,34.63,65.03,0.7,0.6
Energy,Oceania,Australia,2020,156.79,651.36,8.15,193.95,37.3,18.53,300.92,9816.97,94.25,83.96,-3.66,-4.92
Mining,Europe,China,2002,292.86,975.39,10.69,143.98,44.05,8.05,1403.06,564.13,84.76,50.84,-2.61,9.16
Construction,Oceania,Australia,2000,135.07,63.09,75.96,127.79,5.45,19.29,744.08,19532.23,24.27,70.51,-2.95,0.17
Mining,Europe,Canada,2021,166.04,834.87,90.13,19.76,28.3,15.69,648.11,24748.92,98.82,47.5,9.63,2.09
Manufacturing,Europe,Canada,2004,236.89,122.04,32.09,88.18,43.19,4.71,340.94,16537.79,72.0,46.48,-6.7,8.14
Construction,Europe,Brazil,2018,239.27,345.23,40.98,37.48,45.67,6.91,748.98,9384.15,63.4,62.09,-4.79,-3.68
Mining,Europe,India,2008,69.73,417.01,37.44,75.99,49.98,3.04,1481.62,491.87,59.76,71.54,7.46,-1.11
Construction,South America,India,2006,86.84,718.88,47.96,28.36,36.67,3.21,314.79,12582.44,91.83,87.94,11.37,1.61
Manufacturing,Africa,South Africa,2011,29.79,926.6,41.46,157.09,10.54,11.14,428.7,15768.51,83.47,70.3,-4.85,3.22
Construction,South America,Brazil,2013,241.74,102.46,38.69,102.68,31.75,5.63,1145.89,9606.77,52.68,90.14,12.98,4.04
Mining,Africa,Germany,2015,238.26,744.94,66.03,22.2,49.48,18.93,1393.16,24360.66,60.82,23.09,-3.39,-4.41
Manufacturing,South America,India,2012,24.84,322.63,27.28,104.21,29.42,7.38,788.49,2343.06,32.41,26.13,4.15,3.79
Energy,Europe,USA,2017,77.6,901.96,94.27,65.95,19.34,1.03,1159.69,13105.79,90.71,23.38,0.73,0.55
Mining,North America,China,2009,135.24,278.58,30.92,100.32,13.64,2.46,24.66,8045.2,28.02,10.44,10.87,6.09
Mining,Oceania,Brazil,2020,162.76,694.02,21.54,51.45,17.52,7.43,961.26,11695.76,70.62,58.73,10.3,-4.57
Manufacturing,Africa,India,2020,157.0,165.17,97.19,151.3,36.83,10.57,64.5,1143.75,37.11,39.33,13.02,-2.44
Manufacturing,North America,Australia,2005,294.93,957.97,22.96,1.72,10.6,0.62,1484.92,24061.59,49.38,60.5,1.5,-1.69
Energy,Europe,South Africa,2021,229.36,4.82,53.71,28.13,32.08,6.97,827.92,10551.18,69.15,52.4,2.76,8.76
Mining,Africa,South Africa,2002,34.4,233.24,32.96,114.31,31.38,14.82,242.11,1443.19,54.22,57.74,-2.89,-2.73
Manufacturing,North America,China,2003,88.4,676.11,7.84,129.69,13.28,2.13,1293.38,24659.1,71.47,35.34,10.39,-3.08
Energy,South America,Canada,2000,103.96,853.6,95.3,8.42,25.26,2.35,1074.9,24590.48,67.68,19.92,7.05,1.99
Energy,Europe,Brazil,2010,94.89,993.56,37.49,133.29,43.34,6.37,505.12,13310.31,26.07,68.33,7.51,4.41
Manufacturing,South America,Brazil,2016,235.89,173.67,64.52,40.39,39.79,2.12,66.39,17362.52,69.11,70.84,-7.93,-1.32
Mining,South America,Brazil,2004,108.49,307.49,86.24,29.59,29.35,7.7,971.45,904.54,55.05,93.26,11.12,-4.45
Construction,Europe,Germany,2011,147.98,891.91,55.34,4.12,33.4,14.43,953.95,5249.66,51.95,26.04,10.8,8.74
Construction,Africa,USA,2019,160.27,32.98,71.31,98.4,1.85,19.66,469.01,3089.37,43.76,83.69,6.7,3.07
Energy,Oceania,South Africa,2022,81.49,733.46,78.48,150.5,4.55,1.0,966.91,15639.54,79.95,3.15,-8.9,1.51
Construction,Asia,Brazil,2006,97.15,423.34,38.22,119.13,18.8,11.61,254.61,22138.78,41.89,4.56,10.57,-4.26
Construction,Asia,Germany,2003,234.11,688.97,62.91,173.17,19.25,4.58,1385.89,6920.92,30.15,65.23,9.05,-4.06
Manufacturing,Oceania,Canada,2015,260.07,525.14,20.68,106.87,14.96,8.92,548.71,19118.31,95.53,16.96,-7.53,4.75
Energy,Europe,Brazil,2014,11.61,627.3,5.63,1.9,32.56,19.88,231.62,1590.0,31.48,25.5,3.35,-4.08
Mining,Asia,Canada,2013,181.74,666.83,98.67,170.96,30.39,19.87,1297.31,10775.64,27.99,86.98,-9.38,-4.28
Energy,Oceania,Canada,2001,190.21,631.43,9.35,183.77,34.26,12.18,580.23,2543.9,81.83,63.42,8.45,-4.76
Manufacturing,North America,Brazil,2009,221.32,664.73,42.93,174.67,11.63,3.4,1018.55,11349.27,40.44,83.97,8.71,7.25
Construction,Oceania,Canada,2019,208.31,568.56,6.83,38.11,0.24,10.06,926.76,19463.32,46.75,45.23,-9.11,-1.91
Mining,Africa,Germany,2001,263.29,714.04,92.28,198.11,48.36,16.74,254.2,6101.67,97.4,73.74,12.26,4.37
Energy,Oceania,USA,2004,24.0,776.14,11.01,192.27,38.65,11.51,622.83,14574.04,51.06,30.18,9.98,2.11
Construction,South America,China,2012,116.82,788.04,78.67,171.29,22.9,14.38,1242.97,2950.2,39.74,15.91,14.92,1.96
Energy,South America,South Africa,2022,234.74,853.59,71.6,116.31,2.28,15.45,289.89,8445.73,39.45,20.75,-8.27,7.09
Mining,Europe,Canada,2009,254.05,316.74,4.6,39.71,10.04,9.16,744.98,18089.83,48.58,92.43,11.67,9.91
Energy,South America,India,2021,79.8,745.9,72.15,38.82,2.74,13.44,787.0,19152.18,84.97,57.65,12.69,8.17
Energy,North America,Australia,2012,175.79,946.69,96.93,103.81,23.91,2.58,1325.44,24074.01,43.21,20.54,2.24,-2.09
Energy,Oceania,Brazil,2013,54.64,367.78,52.15,178.52,10.94,7.71,912.1,6572.73,95.63,19.55,-2.31,4.73
Construction,North America,USA,2017,255.34,777.75,29.02,76.64,26.97,10.25,1300.16,19064.62,52.47,65.67,-1.03,-3.34
Mining,Europe,South Africa,2019,219.26,291.82,54.54,98.85,3.2,14.58,1317.57,21784.73,35.54,65.17,2.32,3.54
Mining,South America,India,2022,67.01,175.98,12.19,83.9,35.57,9.33,657.61,10198.97,32.92,77.31,-4.6,6.59
Construction,Asia,Brazil,2007,187.32,446.7,95.6,147.69,5.12,19.17,135.67,14047.68,56.96,78.13,10.3,-1.52
Construction,Oceania,Australia,2004,153.04,806.63,36.6,19.89,15.54,5.76,1335.98,11861.15,92.77,10.98,-7.07,7.12
Construction,Asia,India,2020,78.02,307.47,45.75,144.05,32.3,3.65,270.54,16189.89,58.7,13.11,-8.55,1.49
Manufacturing,Africa,Canada,2019,267.99,295.29,40.2,157.09,5.47,4.05,813.92,12350.45,40.49,39.37,1.46,8.99
Energy,Europe,Germany,2011,44.78,278.04,2.88,143.06,48.93,7.48,191.03,13651.24,70.0,85.11,-5.58,-0.52
Energy,Africa,Australia,2015,140.5,218.51,3.53,135.44,9.64,10.67,1441.65,18320.98,24.4,1.7,1.15,2.58
Mining,Asia,South Africa,2019,175.05,611.31,56.28,78.13,1.9,6.32,19.07,15679.69,74.27,80.36,2.96,7.35
Energy,Asia,USA,2018,247.15,243.72,50.28,96.77,33.46,17.36,493.88,6336.04,82.16,8.74,10.5,2.8
Manufacturing,Asia,USA,2006,45.48,934.94,98.65,42.45,19.14,14.06,1473.49,12628.03,38.59,77.28,13.65,-2.28
Construction,Africa,South Africa,2003,182.95,346.26,26.4,138.48,48.37,5.38,266.6,2988.8,37.4,12.75,-3.93,-3.41
Mining,Europe,Canada,2018,2.46,542.63,36.91,41.89,4.46,15.3,1075.71,254.94,92.22,93.43,5.21,-1.61
Mining,Oceania,Canada,2009,246.86,409.47,98.79,111.64,17.82,11.57,951.76,10144.85,56.38,65.03,-2.53,-4.0
Energy,Oceania,China,2007,70.8,962.73,4.88,149.41,29.71,13.74,18.5,1349.95,31.95,59.72,2.01,2.51
Mining,North America,China,2015,216.41,424.3,64.3,36.97,27.26,18.86,1326.13,9839.42,23.41,96.9,14.45,-0.57
Construction,North America,Canada,2003,180.76,563.91,10.25,54.25,24.46,4.99,34.8,6523.58,83.82,67.7,-8.23,1.63
Mining,Asia,India,2009,15.51,763.54,94.65,87.87,19.26,18.4,1063.95,4287.16,27.36,54.68,10.57,3.35
Construction,Europe,Germany,2018,55.38,171.71,28.88,129.47,41.75,14.1,676.53,7822.88,56.27,99.13,-4.55,3.12
Manufacturing,Europe,India,2015,80.69,33.13,81.43,64.71,6.99,4.26,98.54,16213.49,42.31,83.0,-3.52,4.17
Manufacturing,South America,Brazil,2011,266.07,455.19,91.13,35.65,25.12,18.18,707.06,22579.8,88.0,85.4,3.78,6.43
Construction,South America,USA,2019,144.5,550.87,84.72,31.2,28.67,8.86,1012.58,23269.03,62.2,42.01,-1.74,5.99
Energy,Africa,India,2001,274.09,287.42,55.73,52.62,44.25,4.23,85.95,16414.34,79.95,1.1,-0.73,-4.14
Mining,South America,India,2010,14.71,462.77,97.34,80.98,14.2,5.41,1363.5,11188.67,78.85,54.1,3.05,1.02
Energy,Oceania,Canada,2019,2.47,615.35,67.69,18.68,13.76,14.59,493.81,23047.33,63.76,59.98,0.37,2.06
Mining,Oceania,South Africa,2022,284.5,973.29,78.64,190.43,40.51,18.87,295.55,9366.32,52.91,1.98,7.08,0.1
Manufacturing,Africa,Australia,2012,217.31,601.98,24.49,199.79,13.92,4.84,1264.24,6415.1,79.69,43.48,2.37,6.19
Manufacturing,North America,USA,2002,235.1,449.13,41.9,174.26,2.79,18.35,620.71,8729.02,83.96,34.55,14.72,-4.01
Manufacturing,Asia,Canada,2016,274.78,23.02,59.86,165.5,26.16,1.37,1289.08,4841.2,87.55,38.36,-7.29,1.2
Mining,Europe,USA,2009,295.37,310.93,14.67,85.88,37.98,2.58,453.37,21162.59,84.53,71.24,9.71,3.04
Manufacturing,North America,Canada,2007,29.76,358.81,96.58,67.48,7.76,7.32,877.15,8430.79,86.09,78.26,5.93,0.67
Manufacturing,Oceania,China,2005,47.91,477.21,11.06,86.63,38.13,11.8,1464.46,20044.85,86.26,96.47,11.57,-2.06
Manufacturing,North America,China,2013,56.98,782.28,73.31,3.87,17.79,11.52,540.22,19761.96,88.63,61.82,-3.52,-2.47
Manufacturing,Africa,USA,2018,245.62,776.0,5.9,32.03,47.43,0.99,751.83,12489.67,52.11,81.62,-0.59,-3.15
Energy,Asia,Australia,2021,106.99,845.36,10.35,109.33,4.44,0.82,1211.81,11862.04,73.73,29.11,13.97,0.47
Manufacturing,Oceania,India,2000,178.18,290.35,62.37,185.43,15.83,13.21,950.27,23241.16,98.52,13.15,2.34,7.95
Manufacturing,Africa,Brazil,2010,256.64,346.79,45.3,185.47,10.59,8.98,1181.92,24947.03,22.47,52.24,9.08,4.52
Energy,North America,India,2013,205.11,150.66,0.46,142.91,44.85,9.68,534.77,24416.99,64.08,48.44,-4.88,7.55
Energy,Europe,Australia,2012,20.09,857.49,39.43,97.03,14.03,0.7,620.16,22102.92,22.92,71.53,-8.01,-4.73
Mining,South America,Brazil,2011,133.98,652.41,25.08,53.6,13.36,19.97,44.5,15922.71,65.96,38.26,4.15,6.49
Construction,Africa,USA,2021,20.72,78.01,87.17,82.86,35.26,11.82,1203.58,6277.48,89.54,20.05,5.28,-3.58
Manufacturing,Oceania,South Africa,2005,143.91,304.01,70.84,196.99,47.46,18.29,833.33,11861.66,82.53,45.34,10.36,6.72
Manufacturing,North America,Brazil,2003,66.18,153.15,73.78,171.46,29.55,7.38,840.73,12582.96,79.1,52.41,-6.31,-1.28
Manufacturing,South America,China,2008,0.89,969.24,95.1,96.95,47.1,11.26,499.08,6262.77,33.24,58.22,6.73,-4.02
Mining,South America,South Africa,2006,244.04,324.94,71.01,170.73,32.94,8.57,1342.03,21859.36,63.92,58.05,-1.84,-0.13
Manufacturing,North America,Canada,2006,290.83,496.72,16.14,149.53,9.94,2.48,1063.91,10285.57,50.34,67.69,9.92,8.3
Construction,Asia,Australia,2012,289.26,318.24,93.74,80.77,37.25,8.76,87.99,15485.56,40.53,9.78,-9.18,-1.21
Energy,North America,USA,2001,90.11,474.56,11.4,98.87,14.89,4.79,1146.1,19101.25,89.62,57.61,2.49,-3.02
Mining,Oceania,Australia,2001,248.72,998.62,19.34,92.76,15.51,5.32,61.93,18029.35,55.04,95.0,4.58,4.82
